Time (s)	γ (-)	γ_dot (1/s)	σ (Pa)
7.3003	81.5094	15.2580	36.3899
7.4003	82.9918	14.3825	34.9799
7.5003	84.3844	13.4633	33.5512
7.6003	85.6833	12.5094	31.9712
7.7003	86.8856	11.5304	30.4656
7.8003	87.9889	10.5363	28.8204
7.9003	88.9926	9.5367	27.1087
8.0003	89.8964	8.5417	25.3973
8.1003	90.7014	7.5614	23.5901
8.2003	91.4095	6.6053	21.8699
8.3003	92.0236	5.6833	20.0252
8.4003	92.5476	4.8043	18.2737
8.5003	92.9862	3.9772	16.4611
8.6003	93.3450	3.2104	14.6203
8.7003	93.6305	2.5113	12.8483
8.8003	93.8498	1.8871	11.0689
8.9003	94.0107	1.3440	9.2806
9.0003	94.1215	0.8873	7.4501
9.1003	94.1912	0.5217	5.6477
9.2003	94.2290	0.2508	3.9661
9.3003	94.2446	0.0773	2.4670
9.4003	94.2478	0.0030	1.3632
9.5003	94.2485	0.0285	1.0837
9.6003	94.2568	0.1537	1.8630
9.7003	94.2825	0.3772	4.3758
9.8003	94.3354	0.6969	7.9659
9.9003	94.4250	1.1096	11.3085
10.0003	94.5603	1.6109	14.1913
10.1003	94.7500	2.1962	16.7344
10.2003	95.0021	2.8594	18.9097
10.3003	95.3242	3.5940	20.8595
10.4003	95.7231	4.3926	22.7221
10.5003	96.2046	5.2473	24.2742
10.6003	96.7741	6.1494	26.2191
10.7003	97.4358	7.0900	27.6007
10.8003	98.1931	8.0596	29.4920
10.9003	99.0484	9.0487	30.5957
11.0003	100.0031	10.0473	31.7842
11.1003	101.0578	11.0453	33.1865
11.2003	102.2118	12.0330	34.6764
11.3003	103.4637	13.0003	36.1015
11.4003	104.8109	13.9377	36.4288
11.5003	106.2499	14.8357	38.1172
11.6003	107.7764	15.6854	38.8011
11.7003	109.3851	16.4782	39.9739
11.8003	111.0699	17.2064	40.6099
11.9003	112.8240	17.8626	41.1092
12.0003	114.6398	18.4401	41.7206
12.1003	116.5092	18.9334	42.7525
12.2003	118.4235	19.3374	43.2085
12.3003	120.3736	19.6481	43.0174
12.4003	122.3499	19.8624	43.4640
12.5003	124.3428	19.9782	43.1376
12.6003	126.3422	19.9942	43.7654
12.7003	128.3383	19.9104	43.0534
12.8003	130.3210	19.7276	42.7345
12.9003	132.2806	19.4476	41.9979
13.0003	134.2074	19.0732	41.8811
13.1003	136.0922	18.6081	41.3666
13.2003	137.9262	18.0571	40.2545
13.3003	139.7009	17.4255	39.5242
13.4003	141.4088	16.7197	38.5498
13.5003	143.0426	15.9468	37.4379
13.6003	144.5962	15.1145	36.1482
13.7003	146.0638	14.2310	34.6794
13.8003	147.4409	13.3053	32.5649
13.9003	148.7238	12.3466	31.1532
14.0003	149.9095	11.3644	30.0073
14.1003	150.9962	10.3686	28.1589
14.2003	151.9831	9.3691	26.7175
14.3003	152.8702	8.3759	25.1394
14.4003	153.6588	7.3989	23.1933
14.5003	154.3509	6.4480	21.5084
14.6003	154.9496	5.5325	19.6391
14.7003	155.4589	4.6616	17.8847
14.8003	155.8837	3.8441	16.0993
14.9003	156.2297	3.0881	14.2959
15.0003	156.5036	2.4012	12.4951
15.1003	156.7125	1.7902	10.7426
15.2003	156.8644	1.2612	8.9005
15.3003	156.9677	0.8195	7.0961
15.4003	157.0313	0.4696	5.3297
15.5003	157.0647	0.2148	3.6846
15.6003	157.0776	0.0579	2.1833
15.7003	157.0796	2.9363e-04	1.2973
15.8003	157.0809	0.0426	1.1059
15.9003	157.0915	0.1844	2.0969
16.0003	157.1211	0.4243	4.8700
16.1003	157.1795	0.7598	8.5144
16.2003	157.2761	1.1877	11.8566
16.3003	157.4200	1.7036	14.7138
16.4003	157.6196	2.3024	17.2746
16.5003	157.8830	2.9782	19.4797
16.6003	158.2176	3.7241	21.4260
16.7003	158.6299	4.5327	23.3456
16.8003	159.1259	5.3959	25.0913
16.9003	159.7107	6.3051	26.7930
17.0003	160.3882	7.2513	28.4474
17.1003	161.1618	8.2249	29.9578
17.2003	162.0338	9.2162	31.4044
17.3003	163.0053	10.2154	32.4548
17.4003	164.0768	11.2124	33.7758
17.5003	165.2474	12.1973	34.6635
17.6003	166.5155	13.1603	36.3284
17.7003	167.8784	14.0917	37.2790
17.8003	169.3325	14.9822	37.9531
17.9003	170.8732	15.8229	39.2162
18.0003	172.4951	16.6054	40.1108
18.1003	174.1921	17.3220	41.0701
18.2003	175.9571	17.9653	41.8871
18.3003	177.7825	18.5291	42.0209
18.4003	179.6600	19.0077	42.3827
18.5003	181.5810	19.3963	42.6804
18.6003	183.5362	19.6910	43.5502
18.7003	185.5160	19.8888	43.8112
18.8003	187.5106	19.9879	43.1202
18.9003	189.5102	19.9871	42.7444
19.0003	191.5047	19.8866	42.8499
19.1003	193.4842	19.6873	42.8268
19.2003	195.4390	19.3912	41.9611
19.3003	197.3594	19.0012	41.1889
19.4003	199.2362	18.5214	40.9295
19.5003	201.0608	17.9563	39.9414
19.6003	202.8248	17.3118	39.2445
19.7003	204.5207	16.5942	37.2775
19.8003	206.1415	15.8108	36.6003
19.9003	207.6809	14.9693	34.7015
20.0003	209.1337	14.0781	34.0283
20.1003	210.4952	13.1462	32.3698
20.2003	211.7619	12.1828	30.6486
20.3003	212.9310	11.1976	29.4000
20.4003	214.0010	10.2005	27.4514
20.5003	214.9711	9.2014	26.2005
20.6003	215.8415	8.2102	24.1860
20.7003	216.6137	7.2369	22.5955
20.8003	217.2898	6.2913	20.9480
20.9003	217.8732	5.3827	18.8945
21.0003	218.3679	4.5202	17.1617
21.1003	218.7791	3.7125	15.4356
21.2003	219.1125	2.9676	13.6754
21.3003	219.3749	2.2929	11.9554
21.4003	219.5737	1.6953	10.0954
21.5003	219.7167	1.1807	8.4047
21.6003	219.8127	0.7541	6.6642
21.7003	219.8707	0.4200	4.9212
21.8003	219.8999	0.1816	3.3369
21.9003	219.9102	0.0412	1.9993
22.0003	219.9115	4.1874e-04	1.1696
22.1003	219.9137	0.0595	1.1465
22.2003	219.9267	0.2179	2.4689
22.3003	219.9605	0.4741	5.3075
22.4003	220.0247	0.8254	8.9362
22.5003	220.1286	1.2684	12.1693
22.6003	220.2813	1.7987	14.9236
22.7003	220.4911	2.4109	17.5010
22.8003	220.7660	3.0989	19.6280
22.9003	221.1132	3.8558	21.6896
23.0003	221.5392	4.6742	23.4919
23.1003	222.0498	5.5458	25.3255
23.2003	222.6498	6.4619	26.9716
23.3003	223.3433	7.4133	28.7508
23.4003	224.1334	8.3906	30.2259
23.5003	225.0220	9.3839	31.6824
23.6003	226.0104	10.3835	33.0425
23.7003	227.0986	11.3791	34.3092
23.8003	228.2857	12.3610	35.5980
23.9003	229.5700	13.3194	36.8758
24.0003	230.9485	14.2445	38.0034
24.1003	232.4175	15.1272	39.0573
24.2003	233.9722	15.9588	40.0983
24.3003	235.6072	16.7307	40.9486
24.4003	237.3161	17.4354	41.7962
24.5003	239.0918	18.0659	42.4735
24.6003	240.9266	18.6157	43.1230
24.7003	242.8121	19.0795	43.5909
24.8003	244.7395	19.4525	43.9734
24.9003	246.6995	19.7311	44.2173
25.0003	248.6825	19.9124	44.2980
25.1003	250.6786	19.9947	44.2502
25.2003	252.6781	19.9772	44.1865
25.3003	254.6708	19.8599	43.8092
25.4003	256.6468	19.6442	43.4240
25.5003	258.5964	19.3321	42.8681
25.6003	260.5101	18.9267	42.1570
25.7003	262.3788	18.4322	41.3238
25.8003	264.1937	17.8534	40.3651
25.9003	265.9468	17.1961	38.3946
26.0003	267.6305	16.4669	37.7634
26.1003	269.2380	15.6731	36.3247
26.2003	270.7633	14.8226	35.4185
26.3003	272.2010	13.9240	33.3518
26.4003	273.5467	12.9861	31.9570
26.5003	274.7972	12.0184	30.6484
26.6003	275.9498	11.0305	28.6970
26.7003	277.0029	10.0324	27.3682
26.8003	277.9562	9.0339	25.5473
26.9003	278.8100	8.0450	24.1314
27.0003	279.5659	7.0757	22.2254
27.1003	280.2262	6.1357	20.4719
27.2003	280.7943	5.2342	18.8153
27.3003	281.2746	4.3803	16.7828
27.4003	281.6722	3.5826	14.9898
27.5003	281.9933	2.8490	13.1799
27.6003	282.2444	2.1869	11.5834
27.7003	282.4332	1.6028	9.7889
27.8003	282.5678	1.1027	8.0622
27.9003	282.6567	0.6914	6.3324
28.0003	282.7092	0.3731	4.6258
28.1003	282.7346	0.1511	3.0436
28.2003	282.7427	0.0274	1.7945
28.3003	282.7434	0.0034	1.0958
28.4003	282.7467	0.0792	1.2620
28.5003	282.7625	0.2542	2.8069
28.6003	282.8008	0.5266	5.8621
28.7003	282.8710	0.8936	9.4086
28.8003	282.9825	1.3516	12.5925
28.9003	283.1442	1.8960	15.1212
29.0003	283.3644	2.5214	17.4559
29.1003	283.6510	3.2215	19.6009
29.2003	284.0110	3.9894	21.5323
29.3003	284.4508	4.8173	23.2761
29.4003	284.9762	5.6970	25.1776
29.5003	285.5917	6.6196	26.9101
29.6003	286.3012	7.5761	28.5735
29.7003	287.1077	8.5568	30.0761
29.8003	288.0130	9.5518	31.0980
29.9003	289.0182	10.5514	32.2996
30.0003	290.1231	11.5455	33.6526
30.1003	291.3268	12.5241	35.1793
30.2003	292.6271	13.4775	36.2194
30.3003	294.0211	14.3961	37.1857
30.4003	295.5049	15.2709	38.5398
30.5003	297.0736	16.0929	39.2941
30.6003	298.7214	16.8541	40.6182
