0.07,2.32346625815309,4.90342744064664,9.25707498138116
0.08,2.36810544642932,5.01162076020389,9.33547270317165
0.09,2.39935794509504,5.07930805808644,9.29636699430689
0.1,2.42104979870957,5.11791834390264,9.19224417522802
0.11,2.43592776818772,5.13606794819076,9.06268927746468
0.12,2.44596148902633,5.14016524087643,8.93008748932514
0.13,2.45255970712188,5.1348842494474,8.8031982150309
0.15,2.45918218219115,5.10847216978628,8.57113478697
0.16,2.46043166738067,5.09119403467678,8.46439657858524
0.18,2.46065246731319,5.05370318483096,8.26567935559845
0.2,2.45917746780263,5.01535128857861,8.08338224777292
0.23,2.45558836899241,4.9590873861304,7.83509357688334
0.25,2.45281760451027,4.92284006352088,7.68377152178535
0.28,2.44847026095428,4.87033994724058,7.4749382291627
0.31,2.44405712698397,4.81990742013899,7.28505832433212
0.35,2.43817543479869,4.75557321406264,7.05709031580431
0.38,2.43378853682454,4.70930607118519,6.90249085318342
0.43,2.42653545490258,4.63563086600399,6.67142976795863
0.47,2.4207865570475,4.57952716223073,6.5072106231106
0.53,2.41225177997261,4.49966499534534,6.28972941486671
0.59,2.40382158236153,4.42449817138031,6.10127953331444
0.65,2.39549388209,4.35359682325567,5.93688352182105
0.72,2.38590520627651,4.27579749371575,5.77030263237594
0.81,2.37377332761425,4.18282014163497,5.58868534563678
0.9,2.3618568216789,4.0969770068243,5.436521810701
1,2.34886263604661,4.00908403629845,5.29489907372688
1.11,2.33485947449893,3.92052843576684,5.1656249100721
1.23,2.31991989028944,3.83254527033552,5.0495754552411
1.37,2.30292008490196,3.73990756901308,4.93986209271331
1.515,2.28578409945583,3.653902182633,4.84880470813143
1.675,2.26741294764774,3.56918523925798,4.76879482053523
1.86,2.24684489049897,3.48270763376997,4.69664833966653
2.06,2.22538808015907,3.40101969404619,4.63710030306081
2.285,2.20217135474307,3.32147013306437,4.58698020023235
2.535,2.17746599232028,3.24587546089758,4.54646203209159
2.815,2.15108691198261,3.17438506635445,4.51447441794074
3.23,2.11433376734038,3.08879050149088,4.48420990813566
3.575,2.08576377246925,3.03218738125114,4.4689367104602
3.965,2.05547394278002,2.98053660443763,4.45820768076598
4.4,2.02401352515372,2.93501331265491,4.451183984614
4.88,1.99191090338797,2.89615983818819,4.44688321186014
5.41,1.95936783518561,2.86374599884935,4.44438412045605
6,1.92638195052148,2.83725376133411,4.4429957482162
6.65,1.89358475319404,2.81652979925341,4.44226624364418
7.375,1.860895384405,2.80075927837561,4.44188371231997
8.175,1.82900792355287,2.78944893664922,4.4416836995379
9.07,1.79785304673596,2.78169637746929,4.44157469637689
10.06,1.76815996816574,2.77681590625592,4.44151467945446
11.155,1.74025792457742,2.77400768319267,4.44148215222198
12.37,1.71436970442576,2.77256554089339,4.44146475290027
14.2,1.68346360505949,2.77184169906001,4.44145476339113
15.745,1.66332820659923,2.77170436146583,4.44145177503803
17.455,1.64594020382514,2.77168593935822,4.44145061613251
19.36,1.63124849684195,2.77168275686127,4.44145021550493
21.465,1.61933509430631,2.77166571091312,4.44145002109537
23.805,1.60998728655443,2.77163565684915,4.44144998838751
26.4,1.60301145508717,2.7716033762823,4.44144996348562
29.28,1.59810507993421,2.7715759066651,4.44144994266104
32.465,1.59492734187812,2.77155572939173,4.44144993278585
36.005,1.59308136691253,2.77154225545477,4.44144993774355
39.93,1.59220273516165,2.7715344924192,4.44144995047199
44.28,1.59195076956952,2.77152993298138,4.44144994766091
49.1,1.59204470947088,2.77152777964306,4.44144995055812
54.455,1.59228096138884,2.7715264911155,4.44144995273598
60.385,1.59252822550838,2.77152596598815,4.44144995255492
69.32,1.59277306031032,2.7715257758175,4.4414499522821
76.87,1.59287619946391,2.77152585626264,4.44144995205157
85.245,1.59292596821147,2.77152577632873,4.4414499518764
94.535,1.59294243035982,2.77152584238248,4.44144995174501
104.835,1.59293960253756,2.77152585728085,4.44144995159932
116.26,1.59293291818533,2.77152585549466,4.44144995152429
128.93,1.59292432778587,2.77152580858332,4.44144995151543
142.98,1.59291668310221,2.77152583069046,4.44144995150858
158.56,1.59291120147469,2.77152577753108,4.4414499515103
175.835,1.59290712031475,2.7715257614809,4.44144995151243
194.995,1.59290442794659,2.7715257787733,4.44144995151517
216.245,1.59290273852535,2.77152578675647,4.44144995151557
239.81,1.59290198196231,2.77152578887055,4.44144995151545
265.94,1.59290125367387,2.77152579062721,4.44144995151533
294.92,1.59290101125408,2.77152579174359,4.44144995151533
