5,1.61114999902067e-06
7.5,1.55520815453446e-06
10,1.51195279513903e-06
15,1.44577949288363e-06
25,1.35354357047897e-06
50,1.21273937704261e-06
75,1.12262323101659e-06
100,1.05570658022916e-06
250,8.32071642117003e-07
500,6.63564702209787e-07
750,5.71731849831252e-07
1000,5.1185623087837e-07
1500,4.37156367052177e-07
2000,3.92042043260289e-07
2500,3.61824960560546e-07
5000,2.94004295708558e-07
