5,12.5169174920839,11.8
7.5,13.0208535958529,12.4
10,13.4802381879829,13.2
15,14.3083058571932,14.2
25,15.739176743422,15.6
50,18.6531772723443,18.5
75,21.0867825402494,21.1
100,23.2524439281817,22.6
250,33.7252784165181,33.4
500,47.5943206260416,47.5
750,59.8383444559439,59.9
1000,71.3457656927701,71.3
1500,93.3041099784572,92.7
2000,114.597485878609,112.9
2500,135.597784281757,132.3
5000,238.807617441114,221
