N,W,alfa,b_0,d_f,porosity,m_p,G_0,sigma_y0,mu_s,error
1,20.4502345696225,0.594091499079883,0.00181457370171024,2.30875006370727,0.895478606645225,419.220153582012,37.7054273042617,0.79270977144517,0.341342512406214,197563.880391846
